request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Requested 45970 on 2024-03-06; 90-day forecast keeps a minimum balance of 189700. Amount safe to pay today before any spending changes: 45970. The full amount is safe to pay today.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Requested 935 on 2025-08-03; 90-day forecast keeps a minimum balance of 900. Amount safe to pay today before any spending changes: 935. A supplied installment option stays within the safe balance throughout its schedule.
request_267,1925,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,Requested 1925 on 2026-01-05; 90-day forecast keeps a minimum balance of 1500. Amount safe to pay today before any spending changes: 1925. A supplied installment option stays within the safe balance throughout its schedule.
request_268,1512.52,not_affordable,not_recommended,none,,none,Requested 2426.6 on 2024-06-07; 90-day forecast keeps a minimum balance of 1400. Amount safe to pay today before any spending changes: 1512.52. No accepted payment method stays safe within the 90-day forecast.
request_269,15490,affordable_now,full_payment,2025-11-04:15490,2025-11-04,none,Requested 15490 on 2025-11-04; 90-day forecast keeps a minimum balance of 23100. Amount safe to pay today before any spending changes: 15490. The full amount is safe to pay today.
request_270,535.4,not_affordable,not_recommended,none,,none,Requested 3028.8 on 2026-07-06; 90-day forecast keeps a minimum balance of 1400. Amount safe to pay today before any spending changes: 535.4. No accepted payment method stays safe within the 90-day forecast.
request_271,84760,not_affordable,not_recommended,none,,none,Requested 91300 on 2024-09-03; 90-day forecast keeps a minimum balance of 58200. Amount safe to pay today before any spending changes: 84760. No accepted payment method stays safe within the 90-day forecast.
request_272,8815924,not_affordable,not_recommended,none,,none,Requested 13585000 on 2025-02-05; 90-day forecast keeps a minimum balance of 7508600. Amount safe to pay today before any spending changes: 8815924. No accepted payment method stays safe within the 90-day forecast.
request_273,13372200,not_affordable,not_recommended,none,,none,Requested 15861000 on 2026-04-07; 90-day forecast keeps a minimum balance of 18774600. Amount safe to pay today before any spending changes: 13372200. No accepted payment method stays safe within the 90-day forecast.
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,Requested 2713.7 on 2024-12-04; 90-day forecast keeps a minimum balance of 1800. Amount safe to pay today before any spending changes: 2713.7. A supplied installment option stays within the safe balance throughout its schedule.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Requested 15884000 on 2025-05-06; 90-day forecast keeps a minimum balance of 12760100. Amount safe to pay today before any spending changes: 15884000. The full amount is safe to pay today.
